image,species,individual_id,box
31_GT.png,udc,31,0 1 2 3
31_input.png,udc,31,0 1 2 3
32_GT.png,udc,32,0 1 2 3
32_input.png,udc,32,0 1 2 3
33_GT.png,udc,33,0 1 2 3
33_input.png,udc,33,0 1 2 3
34_GT.png,udc,34,0 1 2 3
34_input.png,udc,34,0 1 2 3
35_GT.png,udc,35,0 1 2 3
35_input.png,udc,35,0 1 2 3
36_GT.png,udc,36,0 1 2 3
36_input.png,udc,36,0 1 2 3
37_GT.png,udc,37,0 1 2 3
37_input.png,udc,37,0 1 2 3
38_GT.png,udc,38,0 1 2 3
38_input.png,udc,38,0 1 2 3
39_GT.png,udc,39,0 1 2 3
39_input.png,udc,39,0 1 2 3
40_GT.png,udc,40,0 1 2 3
40_input.png,udc,40,0 1 2 3
41_GT.png,udc,41,0 1 2 3
41_input.png,udc,41,0 1 2 3
42_GT.png,udc,42,0 1 2 3
42_input.png,udc,42,0 1 2 3
43_GT.png,udc,43,0 1 2 3
43_input.png,udc,43,0 1 2 3
44_GT.png,udc,44,0 1 2 3
44_input.png,udc,44,0 1 2 3
45_GT.png,udc,45,0 1 2 3
45_input.png,udc,45,0 1 2 3
46_GT.png,udc,46,0 1 2 3
46_input.png,udc,46,0 1 2 3
47_GT.png,udc,47,0 1 2 3
47_input.png,udc,47,0 1 2 3
48_GT.png,udc,48,0 1 2 3
48_input.png,udc,48,0 1 2 3
49_GT.png,udc,49,0 1 2 3
49_input.png,udc,49,0 1 2 3
51_GT.png,udc,51,0 1 2 3
51_input.png,udc,51,0 1 2 3
52_GT.png,udc,52,0 1 2 3
52_input.png,udc,52,0 1 2 3
53_GT.png,udc,53,0 1 2 3
53_input.png,udc,53,0 1 2 3
54_GT.png,udc,54,0 1 2 3
54_input.png,udc,54,0 1 2 3
55_GT.png,udc,55,0 1 2 3
55_input.png,udc,55,0 1 2 3
56_GT.png,udc,56,0 1 2 3
56_input.png,udc,56,0 1 2 3
57_GT.png,udc,57,0 1 2 3
57_input.png,udc,57,0 1 2 3
58_GT.png,udc,58,0 1 2 3
58_input.png,udc,58,0 1 2 3
59_GT.png,udc,59,0 1 2 3
59_input.png,udc,59,0 1 2 3
60_GT.png,udc,60,0 1 2 3
60_input.png,udc,60,0 1 2 3
61_GT.png,udc,61,0 1 2 3
61_input.png,udc,61,0 1 2 3
62_GT.png,udc,62,0 1 2 3
62_input.png,udc,62,0 1 2 3
63_GT.png,udc,63,0 1 2 3
63_input.png,udc,63,0 1 2 3
64_GT.png,udc,64,0 1 2 3
64_input.png,udc,64,0 1 2 3
65_GT.png,udc,65,0 1 2 3
65_input.png,udc,65,0 1 2 3
66_GT.png,udc,66,0 1 2 3
66_input.png,udc,66,0 1 2 3
67_GT.png,udc,67,0 1 2 3
67_input.png,udc,67,0 1 2 3
68_GT.png,udc,68,0 1 2 3
68_input.png,udc,68,0 1 2 3
69_GT.png,udc,69,0 1 2 3
69_input.png,udc,69,0 1 2 3
70_GT.png,udc,70,0 1 2 3
70_input.png,udc,70,0 1 2 3
72_GT.png,udc,72,0 1 2 3
72_input.png,udc,72,0 1 2 3
73_GT.png,udc,73,0 1 2 3
73_input.png,udc,73,0 1 2 3
74_GT.png,udc,74,0 1 2 3
74_input.png,udc,74,0 1 2 3
75_GT.png,udc,75,0 1 2 3
75_input.png,udc,75,0 1 2 3
76_GT.png,udc,76,0 1 2 3
76_input.png,udc,76,0 1 2 3
77_GT.png,udc,77,0 1 2 3
77_input.png,udc,77,0 1 2 3
79_GT.png,udc,79,0 1 2 3
79_input.png,udc,79,0 1 2 3
80_GT.png,udc,80,0 1 2 3
80_input.png,udc,80,0 1 2 3
81_GT.png,udc,81,0 1 2 3
81_input.png,udc,81,0 1 2 3
82_GT.png,udc,82,0 1 2 3
82_input.png,udc,82,0 1 2 3
83_GT.png,udc,83,0 1 2 3
83_input.png,udc,83,0 1 2 3
84_GT.png,udc,84,0 1 2 3
84_input.png,udc,84,0 1 2 3
85_GT.png,udc,85,0 1 2 3
85_input.png,udc,85,0 1 2 3
86_GT.png,udc,86,0 1 2 3
86_input.png,udc,86,0 1 2 3
87_GT.png,udc,87,0 1 2 3
87_input.png,udc,87,0 1 2 3
88_GT.png,udc,88,0 1 2 3
88_input.png,udc,88,0 1 2 3
89_GT.png,udc,89,0 1 2 3
89_input.png,udc,89,0 1 2 3
90_GT.png,udc,90,0 1 2 3
90_input.png,udc,90,0 1 2 3
91_GT.png,udc,91,0 1 2 3
91_input.png,udc,91,0 1 2 3
92_GT.png,udc,92,0 1 2 3
92_input.png,udc,92,0 1 2 3
93_GT.png,udc,93,0 1 2 3
93_input.png,udc,93,0 1 2 3
94_GT.png,udc,94,0 1 2 3
94_input.png,udc,94,0 1 2 3
95_GT.png,udc,95,0 1 2 3
95_input.png,udc,95,0 1 2 3
96_GT.png,udc,96,0 1 2 3
96_input.png,udc,96,0 1 2 3
97_GT.png,udc,97,0 1 2 3
97_input.png,udc,97,0 1 2 3
98_GT.png,udc,98,0 1 2 3
98_input.png,udc,98,0 1 2 3
99_GT.png,udc,99,0 1 2 3
99_input.png,udc,99,0 1 2 3
100_GT.png,udc,100,0 1 2 3
100_input.png,udc,100,0 1 2 3
101_GT.png,udc,101,0 1 2 3
101_input.png,udc,101,0 1 2 3
102_GT.png,udc,102,0 1 2 3
102_input.png,udc,102,0 1 2 3
103_GT.png,udc,103,0 1 2 3
103_input.png,udc,103,0 1 2 3
104_GT.png,udc,104,0 1 2 3
104_input.png,udc,104,0 1 2 3
105_GT.png,udc,105,0 1 2 3
105_input.png,udc,105,0 1 2 3
106_GT.png,udc,106,0 1 2 3
106_input.png,udc,106,0 1 2 3
107_GT.png,udc,107,0 1 2 3
107_input.png,udc,107,0 1 2 3
108_GT.png,udc,108,0 1 2 3
108_input.png,udc,108,0 1 2 3
109_GT.png,udc,109,0 1 2 3
109_input.png,udc,109,0 1 2 3
110_GT.png,udc,110,0 1 2 3
110_input.png,udc,110,0 1 2 3
111_GT.png,udc,111,0 1 2 3
111_input.png,udc,111,0 1 2 3
112_GT.png,udc,112,0 1 2 3
112_input.png,udc,112,0 1 2 3
113_GT.png,udc,113,0 1 2 3
113_input.png,udc,113,0 1 2 3
114_GT.png,udc,114,0 1 2 3
114_input.png,udc,114,0 1 2 3
115_GT.png,udc,115,0 1 2 3
115_input.png,udc,115,0 1 2 3
116_GT.png,udc,116,0 1 2 3
116_input.png,udc,116,0 1 2 3
117_GT.png,udc,117,0 1 2 3
117_input.png,udc,117,0 1 2 3
118_GT.png,udc,118,0 1 2 3
118_input.png,udc,118,0 1 2 3
119_GT.png,udc,119,0 1 2 3
119_input.png,udc,119,0 1 2 3
120_GT.png,udc,120,0 1 2 3
120_input.png,udc,120,0 1 2 3
121_GT.png,udc,121,0 1 2 3
121_input.png,udc,121,0 1 2 3
122_GT.png,udc,122,0 1 2 3
122_input.png,udc,122,0 1 2 3
123_GT.png,udc,123,0 1 2 3
123_input.png,udc,123,0 1 2 3
124_GT.png,udc,124,0 1 2 3
124_input.png,udc,124,0 1 2 3
125_GT.png,udc,125,0 1 2 3
125_input.png,udc,125,0 1 2 3
126_GT.png,udc,126,0 1 2 3
126_input.png,udc,126,0 1 2 3
127_GT.png,udc,127,0 1 2 3
127_input.png,udc,127,0 1 2 3
128_GT.png,udc,128,0 1 2 3
128_input.png,udc,128,0 1 2 3
129_GT.png,udc,129,0 1 2 3
129_input.png,udc,129,0 1 2 3
130_GT.png,udc,130,0 1 2 3
130_input.png,udc,130,0 1 2 3
131_GT.png,udc,131,0 1 2 3
131_input.png,udc,131,0 1 2 3
132_GT.png,udc,132,0 1 2 3
132_input.png,udc,132,0 1 2 3
133_GT.png,udc,133,0 1 2 3
133_input.png,udc,133,0 1 2 3
134_GT.png,udc,134,0 1 2 3
134_input.png,udc,134,0 1 2 3
135_GT.png,udc,135,0 1 2 3
135_input.png,udc,135,0 1 2 3
136_GT.png,udc,136,0 1 2 3
136_input.png,udc,136,0 1 2 3
137_GT.png,udc,137,0 1 2 3
137_input.png,udc,137,0 1 2 3
138_GT.png,udc,138,0 1 2 3
138_input.png,udc,138,0 1 2 3
139_GT.png,udc,139,0 1 2 3
139_input.png,udc,139,0 1 2 3
140_GT.png,udc,140,0 1 2 3
140_input.png,udc,140,0 1 2 3
141_GT.png,udc,141,0 1 2 3
141_input.png,udc,141,0 1 2 3
142_GT.png,udc,142,0 1 2 3
142_input.png,udc,142,0 1 2 3
143_GT.png,udc,143,0 1 2 3
143_input.png,udc,143,0 1 2 3
144_GT.png,udc,144,0 1 2 3
144_input.png,udc,144,0 1 2 3
146_GT.png,udc,146,0 1 2 3
146_input.png,udc,146,0 1 2 3
147_GT.png,udc,147,0 1 2 3
147_input.png,udc,147,0 1 2 3
148_GT.png,udc,148,0 1 2 3
148_input.png,udc,148,0 1 2 3
149_GT.png,udc,149,0 1 2 3
149_input.png,udc,149,0 1 2 3
150_GT.png,udc,150,0 1 2 3
150_input.png,udc,150,0 1 2 3
151_GT.png,udc,151,0 1 2 3
151_input.png,udc,151,0 1 2 3
152_GT.png,udc,152,0 1 2 3
152_input.png,udc,152,0 1 2 3
153_GT.png,udc,153,0 1 2 3
153_input.png,udc,153,0 1 2 3
154_GT.png,udc,154,0 1 2 3
154_input.png,udc,154,0 1 2 3
155_GT.png,udc,155,0 1 2 3
155_input.png,udc,155,0 1 2 3
156_GT.png,udc,156,0 1 2 3
156_input.png,udc,156,0 1 2 3
157_GT.png,udc,157,0 1 2 3
157_input.png,udc,157,0 1 2 3
158_GT.png,udc,158,0 1 2 3
158_input.png,udc,158,0 1 2 3
159_GT.png,udc,159,0 1 2 3
159_input.png,udc,159,0 1 2 3
160_GT.png,udc,160,0 1 2 3
160_input.png,udc,160,0 1 2 3
161_GT.png,udc,161,0 1 2 3
161_input.png,udc,161,0 1 2 3
162_GT.png,udc,162,0 1 2 3
162_input.png,udc,162,0 1 2 3
163_GT.png,udc,163,0 1 2 3
163_input.png,udc,163,0 1 2 3
164_GT.png,udc,164,0 1 2 3
164_input.png,udc,164,0 1 2 3
165_GT.png,udc,165,0 1 2 3
165_input.png,udc,165,0 1 2 3
167_GT.png,udc,167,0 1 2 3
167_input.png,udc,167,0 1 2 3
168_GT.png,udc,168,0 1 2 3
168_input.png,udc,168,0 1 2 3
169_GT.png,udc,169,0 1 2 3
169_input.png,udc,169,0 1 2 3
170_GT.png,udc,170,0 1 2 3
170_input.png,udc,170,0 1 2 3
171_GT.png,udc,171,0 1 2 3
171_input.png,udc,171,0 1 2 3
172_GT.png,udc,172,0 1 2 3
172_input.png,udc,172,0 1 2 3
173_GT.png,udc,173,0 1 2 3
173_input.png,udc,173,0 1 2 3
174_GT.png,udc,174,0 1 2 3
174_input.png,udc,174,0 1 2 3
175_GT.png,udc,175,0 1 2 3
175_input.png,udc,175,0 1 2 3
176_GT.png,udc,176,0 1 2 3
176_input.png,udc,176,0 1 2 3
177_GT.png,udc,177,0 1 2 3
177_input.png,udc,177,0 1 2 3
178_GT.png,udc,178,0 1 2 3
178_input.png,udc,178,0 1 2 3
179_GT.png,udc,179,0 1 2 3
179_input.png,udc,179,0 1 2 3
180_GT.png,udc,180,0 1 2 3
180_input.png,udc,180,0 1 2 3
181_GT.png,udc,181,0 1 2 3
181_input.png,udc,181,0 1 2 3
182_GT.png,udc,182,0 1 2 3
182_input.png,udc,182,0 1 2 3
183_GT.png,udc,1.83E+02,0 1 2 3
183_input.png,udc,1.83E+02,0 1 2 3
184_GT.png,udc,184,0 1 2 3
184_input.png,udc,184,0 1 2 3
185_GT.png,udc,185,0 1 2 3
185_input.png,udc,185,0 1 2 3
186_GT.png,udc,186,0 1 2 3
186_input.png,udc,186,0 1 2 3
187_GT.png,udc,187,0 1 2 3
187_input.png,udc,187,0 1 2 3
188_GT.png,udc,188,0 1 2 3
188_input.png,udc,188,0 1 2 3
189_GT.png,udc,189,0 1 2 3
189_input.png,udc,189,0 1 2 3
190_GT.png,udc,190,0 1 2 3
190_input.png,udc,190,0 1 2 3
191_GT.png,udc,191,0 1 2 3
191_input.png,udc,191,0 1 2 3
192_GT.png,udc,192,0 1 2 3
192_input.png,udc,192,0 1 2 3
193_GT.png,udc,193,0 1 2 3
193_input.png,udc,193,0 1 2 3
195_GT.png,udc,195,0 1 2 3
195_input.png,udc,195,0 1 2 3
196_GT.png,udc,196,0 1 2 3
196_input.png,udc,196,0 1 2 3
197_GT.png,udc,197,0 1 2 3
197_input.png,udc,197,0 1 2 3
198_GT.png,udc,198,0 1 2 3
198_input.png,udc,198,0 1 2 3
199_GT.png,udc,199,0 1 2 3
199_input.png,udc,199,0 1 2 3
200_GT.png,udc,200,0 1 2 3
200_input.png,udc,200,0 1 2 3
201_GT.png,udc,201,0 1 2 3
201_input.png,udc,201,0 1 2 3
202_GT.png,udc,202,0 1 2 3
202_input.png,udc,202,0 1 2 3
203_GT.png,udc,203,0 1 2 3
203_input.png,udc,203,0 1 2 3
205_GT.png,udc,205,0 1 2 3
205_input.png,udc,205,0 1 2 3
206_GT.png,udc,206,0 1 2 3
206_input.png,udc,206,0 1 2 3
207_GT.png,udc,207,0 1 2 3
207_input.png,udc,207,0 1 2 3
208_GT.png,udc,208,0 1 2 3
208_input.png,udc,208,0 1 2 3
210_GT.png,udc,210,0 1 2 3
210_input.png,udc,210,0 1 2 3
214_GT.png,udc,214,0 1 2 3
214_input.png,udc,214,0 1 2 3
215_GT.png,udc,215,0 1 2 3
215_input.png,udc,215,0 1 2 3
216_GT.png,udc,216,0 1 2 3
216_input.png,udc,216,0 1 2 3
217_GT.png,udc,217,0 1 2 3
217_input.png,udc,217,0 1 2 3
218_GT.png,udc,218,0 1 2 3
218_input.png,udc,218,0 1 2 3
219_GT.png,udc,219,0 1 2 3
219_input.png,udc,219,0 1 2 3
220_GT.png,udc,220,0 1 2 3
220_input.png,udc,220,0 1 2 3
221_GT.png,udc,221,0 1 2 3
221_input.png,udc,221,0 1 2 3
222_GT.png,udc,222,0 1 2 3
222_input.png,udc,222,0 1 2 3
223_GT.png,udc,223,0 1 2 3
223_input.png,udc,223,0 1 2 3
224_GT.png,udc,224,0 1 2 3
224_input.png,udc,224,0 1 2 3
225_GT.png,udc,225,0 1 2 3
225_input.png,udc,225,0 1 2 3
226_GT.png,udc,226,0 1 2 3
226_input.png,udc,226,0 1 2 3
227_GT.png,udc,227,0 1 2 3
227_input.png,udc,227,0 1 2 3
228_GT.png,udc,228,0 1 2 3
228_input.png,udc,228,0 1 2 3
229_GT.png,udc,229,0 1 2 3
229_input.png,udc,229,0 1 2 3
230_GT.png,udc,230,0 1 2 3
230_input.png,udc,230,0 1 2 3
231_GT.png,udc,231,0 1 2 3
231_input.png,udc,231,0 1 2 3
234_GT.png,udc,234,0 1 2 3
234_input.png,udc,234,0 1 2 3
237_GT.png,udc,237,0 1 2 3
237_input.png,udc,237,0 1 2 3
238_GT.png,udc,238,0 1 2 3
238_input.png,udc,238,0 1 2 3
239_GT.png,udc,239,0 1 2 3
239_input.png,udc,239,0 1 2 3
240_GT.png,udc,240,0 1 2 3
240_input.png,udc,240,0 1 2 3
242_GT.png,udc,242,0 1 2 3
242_input.png,udc,242,0 1 2 3
244_GT.png,udc,244,0 1 2 3
244_input.png,udc,244,0 1 2 3
246_GT.png,udc,246,0 1 2 3
246_input.png,udc,246,0 1 2 3
247_GT.png,udc,247,0 1 2 3
247_input.png,udc,247,0 1 2 3
248_GT.png,udc,248,0 1 2 3
248_input.png,udc,248,0 1 2 3
249_GT.png,udc,249,0 1 2 3
249_input.png,udc,249,0 1 2 3
250_GT.png,udc,250,0 1 2 3
250_input.png,udc,250,0 1 2 3
251_GT.png,udc,251,0 1 2 3
251_input.png,udc,251,0 1 2 3
252_GT.png,udc,252,0 1 2 3
252_input.png,udc,252,0 1 2 3
253_GT.png,udc,253,0 1 2 3
253_input.png,udc,253,0 1 2 3
254_GT.png,udc,254,0 1 2 3
254_input.png,udc,254,0 1 2 3
255_GT.png,udc,255,0 1 2 3
255_input.png,udc,255,0 1 2 3
256_GT.png,udc,256,0 1 2 3
256_input.png,udc,256,0 1 2 3
257_GT.png,udc,257,0 1 2 3
257_input.png,udc,257,0 1 2 3
259_GT.png,udc,259,0 1 2 3
259_input.png,udc,259,0 1 2 3
260_GT.png,udc,260,0 1 2 3
260_input.png,udc,260,0 1 2 3
261_GT.png,udc,261,0 1 2 3
261_input.png,udc,261,0 1 2 3
262_GT.png,udc,262,0 1 2 3
262_input.png,udc,262,0 1 2 3
263_GT.png,udc,263,0 1 2 3
263_input.png,udc,263,0 1 2 3
265_GT.png,udc,265,0 1 2 3
265_input.png,udc,265,0 1 2 3
266_GT.png,udc,266,0 1 2 3
266_input.png,udc,266,0 1 2 3
267_GT.png,udc,267,0 1 2 3
267_input.png,udc,267,0 1 2 3
268_GT.png,udc,268,0 1 2 3
268_input.png,udc,268,0 1 2 3
269_GT.png,udc,269,0 1 2 3
269_input.png,udc,269,0 1 2 3
271_GT.png,udc,271,0 1 2 3
271_input.png,udc,271,0 1 2 3
272_GT.png,udc,272,0 1 2 3
272_input.png,udc,272,0 1 2 3
273_GT.png,udc,273,0 1 2 3
273_input.png,udc,273,0 1 2 3
274_GT.png,udc,274,0 1 2 3
274_input.png,udc,274,0 1 2 3
275_GT.png,udc,275,0 1 2 3
275_input.png,udc,275,0 1 2 3
276_GT.png,udc,276,0 1 2 3
276_input.png,udc,276,0 1 2 3
277_GT.png,udc,277,0 1 2 3
277_input.png,udc,277,0 1 2 3
278_GT.png,udc,278,0 1 2 3
278_input.png,udc,278,0 1 2 3
279_GT.png,udc,279,0 1 2 3
279_input.png,udc,279,0 1 2 3
280_GT.png,udc,280,0 1 2 3
280_input.png,udc,280,0 1 2 3
281_GT.png,udc,281,0 1 2 3
281_input.png,udc,281,0 1 2 3
282_GT.png,udc,282,0 1 2 3
282_input.png,udc,282,0 1 2 3
284_GT.png,udc,284,0 1 2 3
284_input.png,udc,284,0 1 2 3
285_GT.png,udc,285,0 1 2 3
285_input.png,udc,285,0 1 2 3
287_GT.png,udc,287,0 1 2 3
287_input.png,udc,287,0 1 2 3
289_GT.png,udc,289,0 1 2 3
289_input.png,udc,289,0 1 2 3
293_GT.png,udc,293,0 1 2 3
293_input.png,udc,293,0 1 2 3
294_GT.png,udc,294,0 1 2 3
294_input.png,udc,294,0 1 2 3
295_GT.png,udc,295,0 1 2 3
295_input.png,udc,295,0 1 2 3
296_GT.png,udc,296,0 1 2 3
296_input.png,udc,296,0 1 2 3
297_GT.png,udc,297,0 1 2 3
297_input.png,udc,297,0 1 2 3
298_GT.png,udc,298,0 1 2 3
298_input.png,udc,298,0 1 2 3
299_GT.png,udc,299,0 1 2 3
299_input.png,udc,299,0 1 2 3
300_GT.png,udc,300,0 1 2 3
300_input.png,udc,300,0 1 2 3
301_GT.png,udc,301,0 1 2 3
301_input.png,udc,301,0 1 2 3
302_GT.png,udc,302,0 1 2 3
302_input.png,udc,302,0 1 2 3
303_GT.png,udc,303,0 1 2 3
303_input.png,udc,303,0 1 2 3
304_GT.png,udc,304,0 1 2 3
304_input.png,udc,304,0 1 2 3
305_GT.png,udc,305,0 1 2 3
305_input.png,udc,305,0 1 2 3
306_GT.png,udc,306,0 1 2 3
306_input.png,udc,306,0 1 2 3
307_GT.png,udc,307,0 1 2 3
307_input.png,udc,307,0 1 2 3
308_GT.png,udc,308,0 1 2 3
308_input.png,udc,308,0 1 2 3
310_GT.png,udc,310,0 1 2 3
310_input.png,udc,310,0 1 2 3
311_GT.png,udc,311,0 1 2 3
311_input.png,udc,311,0 1 2 3
312_GT.png,udc,312,0 1 2 3
312_input.png,udc,312,0 1 2 3
313_GT.png,udc,313,0 1 2 3
313_input.png,udc,313,0 1 2 3
314_GT.png,udc,314,0 1 2 3
314_input.png,udc,314,0 1 2 3
315_GT.png,udc,315,0 1 2 3
315_input.png,udc,315,0 1 2 3
316_GT.png,udc,316,0 1 2 3
316_input.png,udc,316,0 1 2 3
317_GT.png,udc,317,0 1 2 3
317_input.png,udc,317,0 1 2 3
318_GT.png,udc,318,0 1 2 3
318_input.png,udc,318,0 1 2 3
319_GT.png,udc,319,0 1 2 3
319_input.png,udc,319,0 1 2 3
321_GT.png,udc,321,0 1 2 3
321_input.png,udc,321,0 1 2 3
322_GT.png,udc,322,0 1 2 3
322_input.png,udc,322,0 1 2 3
323_GT.png,udc,323,0 1 2 3
323_input.png,udc,323,0 1 2 3
324_GT.png,udc,324,0 1 2 3
324_input.png,udc,324,0 1 2 3
325_GT.png,udc,325,0 1 2 3
325_input.png,udc,325,0 1 2 3
326_GT.png,udc,326,0 1 2 3
326_input.png,udc,326,0 1 2 3
327_GT.png,udc,327,0 1 2 3
327_input.png,udc,327,0 1 2 3
328_GT.png,udc,328,0 1 2 3
328_input.png,udc,328,0 1 2 3
329_GT.png,udc,329,0 1 2 3
329_input.png,udc,329,0 1 2 3
330_GT.png,udc,330,0 1 2 3
330_input.png,udc,330,0 1 2 3
331_GT.png,udc,331,0 1 2 3
331_input.png,udc,331,0 1 2 3
332_GT.png,udc,332,0 1 2 3
332_input.png,udc,332,0 1 2 3
333_GT.png,udc,333,0 1 2 3
333_input.png,udc,333,0 1 2 3
334_GT.png,udc,334,0 1 2 3
334_input.png,udc,334,0 1 2 3
335_GT.png,udc,335,0 1 2 3
335_input.png,udc,335,0 1 2 3
336_GT.png,udc,336,0 1 2 3
336_input.png,udc,336,0 1 2 3
337_GT.png,udc,337,0 1 2 3
337_input.png,udc,337,0 1 2 3
338_GT.png,udc,338,0 1 2 3
338_input.png,udc,338,0 1 2 3
339_GT.png,udc,339,0 1 2 3
339_input.png,udc,339,0 1 2 3
340_GT.png,udc,340,0 1 2 3
340_input.png,udc,340,0 1 2 3
341_GT.png,udc,341,0 1 2 3
341_input.png,udc,341,0 1 2 3
343_GT.png,udc,343,0 1 2 3
343_input.png,udc,343,0 1 2 3
344_GT.png,udc,344,0 1 2 3
344_input.png,udc,344,0 1 2 3
345_GT.png,udc,345,0 1 2 3
345_input.png,udc,345,0 1 2 3
346_GT.png,udc,346,0 1 2 3
346_input.png,udc,346,0 1 2 3
347_GT.png,udc,347,0 1 2 3
347_input.png,udc,347,0 1 2 3
348_GT.png,udc,348,0 1 2 3
348_input.png,udc,348,0 1 2 3
349_GT.png,udc,349,0 1 2 3
349_input.png,udc,349,0 1 2 3
350_GT.png,udc,350,0 1 2 3
350_input.png,udc,350,0 1 2 3
351_GT.png,udc,351,0 1 2 3
351_input.png,udc,351,0 1 2 3
352_GT.png,udc,352,0 1 2 3
352_input.png,udc,352,0 1 2 3
353_GT.png,udc,353,0 1 2 3
353_input.png,udc,353,0 1 2 3
354_GT.png,udc,354,0 1 2 3
354_input.png,udc,354,0 1 2 3
355_GT.png,udc,355,0 1 2 3
355_input.png,udc,355,0 1 2 3
356_GT.png,udc,356,0 1 2 3
356_input.png,udc,356,0 1 2 3
357_GT.png,udc,357,0 1 2 3
357_input.png,udc,357,0 1 2 3
358_GT.png,udc,358,0 1 2 3
358_input.png,udc,358,0 1 2 3
359_GT.png,udc,359,0 1 2 3
359_input.png,udc,359,0 1 2 3
360_GT.png,udc,360,0 1 2 3
360_input.png,udc,360,0 1 2 3
361_GT.png,udc,361,0 1 2 3
361_input.png,udc,361,0 1 2 3
362_GT.png,udc,362,0 1 2 3
362_input.png,udc,362,0 1 2 3
363_GT.png,udc,363,0 1 2 3
363_input.png,udc,363,0 1 2 3
364_GT.png,udc,364,0 1 2 3
364_input.png,udc,364,0 1 2 3
365_GT.png,udc,365,0 1 2 3
365_input.png,udc,365,0 1 2 3
366_GT.png,udc,366,0 1 2 3
366_input.png,udc,366,0 1 2 3
367_GT.png,udc,367,0 1 2 3
367_input.png,udc,367,0 1 2 3
368_GT.png,udc,368,0 1 2 3
368_input.png,udc,368,0 1 2 3
370_GT.png,udc,370,0 1 2 3
370_input.png,udc,370,0 1 2 3
371_GT.png,udc,371,0 1 2 3
371_input.png,udc,371,0 1 2 3
372_GT.png,udc,372,0 1 2 3
372_input.png,udc,372,0 1 2 3
373_GT.png,udc,373,0 1 2 3
373_input.png,udc,373,0 1 2 3
374_GT.png,udc,374,0 1 2 3
374_input.png,udc,374,0 1 2 3
375_GT.png,udc,375,0 1 2 3
375_input.png,udc,375,0 1 2 3
376_GT.png,udc,376,0 1 2 3
376_input.png,udc,376,0 1 2 3
377_GT.png,udc,377,0 1 2 3
377_input.png,udc,377,0 1 2 3
378_GT.png,udc,378,0 1 2 3
378_input.png,udc,378,0 1 2 3
379_GT.png,udc,379,0 1 2 3
379_input.png,udc,379,0 1 2 3
381_GT.png,udc,381,0 1 2 3
381_input.png,udc,381,0 1 2 3
382_GT.png,udc,382,0 1 2 3
382_input.png,udc,382,0 1 2 3
383_GT.png,udc,383,0 1 2 3
383_input.png,udc,383,0 1 2 3
384_GT.png,udc,384,0 1 2 3
384_input.png,udc,384,0 1 2 3
385_GT.png,udc,385,0 1 2 3
385_input.png,udc,385,0 1 2 3
386_GT.png,udc,386,0 1 2 3
386_input.png,udc,386,0 1 2 3
387_GT.png,udc,387,0 1 2 3
387_input.png,udc,387,0 1 2 3
389_GT.png,udc,389,0 1 2 3
389_input.png,udc,389,0 1 2 3
390_GT.png,udc,390,0 1 2 3
390_input.png,udc,390,0 1 2 3
391_GT.png,udc,391,0 1 2 3
391_input.png,udc,391,0 1 2 3
392_GT.png,udc,392,0 1 2 3
392_input.png,udc,392,0 1 2 3
